id,kode_lintas,nama_lintas,stasiun_awal_id,stasiun_akhir_id,panjang_km,id_wilayah_kerja,active
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
